Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
11241024,TCL'S MOBILE DETAILING LLC,Legal Name,Limited Liability Company,"111 Rusty Ct, Williamsburg, VA, 23185, USA",Timothy   VanSickle ,Inactive,
06539910,"TCR ENGINEERING, INC.",Legal Name,Stock Corporation,"3605 NELMS LN, WILLIAMSBURG, VA, 23185 - 0000, USA",CYNTHIA   RENZO ,Pending Inactive,
S2240358,"TCSIS, L.L.C.",Legal Name,Limited Liability Company,"118 HOLLY RD, WILLIAMSBURG, VA, 23185 - 0000, USA",CAROLYN F   DUNBAR ,Inactive,
11491425,TDH Paint Plus Services,Legal Name,Nonstock Corporation,"3050 Ironbound Rd, Williamsburg, VA, 23185, USA",Thurmaine D Hammond ,Pending Inactive,
S1407917,"TEACHER QUALITY RESOURCES, LLC",Legal Name,Limited Liability Company,"112 Quill Pl, Williamsburg, VA, 23185 - 5688, USA",JENNIFER LILLISTON   HINDMAN ,Active,
S5086402,"Teagle Real Estate, LLC",Legal Name,Limited Liability Company,"201 SHAINDEL DRIVE, WILLIAMSBURG, VA, 23185 - 0000, USA","RICHARD WILLIS  TEAGLE, II ",Inactive,
S2437731,"TEAKWOOD, LLC",Legal Name,Limited Liability Company,"108 HOLLY HILLS DR, WILLIAMSBURG, VA, 23185 - 0000, USA",NAN   MOU ,Inactive,
11176794,"Team Blause, LLC",Legal Name,Limited Liability Company,"212 Brooks St, Williamsburg, VA, 23185 - 3529, USA",Anna  Krouse ,Inactive,
S3512953,"TEAM CARE MEDICINE, LLC",Legal Name,Limited Liability Company,"487 MCLAWS CIRCLE STE 2, WILLIAMSBURG, VA, 23185 - 0000, USA",Bray Knicely Law PLLC,Active,
S6309274,Team Williamsburg LLC,Legal Name,Limited Liability Company,"108 Wellington Circle, Williamsburg, VA, 23185 - 0000, USA",KEVIN   POULTER ,Active,
11732658,"Technical Cleaning Services, LLC",Legal Name,Limited Liability Company,"3220 Treyburn Dr Apt 3-105, Williamsburg, VA, 23185 - 3058, USA",Edwin Hernan Rolon Cortes ,Active,
08011660,"Technology Finance, Inc.",Legal Name,Stock Corporation,"332 NORTH HENRY STREET, WILLIAMSBURG, VA, 23185 - 0000, USA","Ludvik Holdings, Inc.",Inactive,
S2813865,Technology Fusion LLC,Legal Name,Limited Liability Company,"256 MILL STREAM WAY, WILLIAMSBURG, VA, 23185 - 0000, USA",KELLY   MCDOUGALL ,Inactive,
11472249,Technology Smart Corporation,Legal Name,Stock Corporation,"1490 Quarterpath Rd Ste 117, Williamsburg, VA, 23185 - 6544, USA",Demi  De La Vega ,Active,
11655811,Technology Zone LLC,Legal Name,Limited Liability Company,"601B Merrimac Trl Ste 24, Williamsburg, VA, 23185 - 5320, USA",Niaz Mohammad Safi ,Active,
05461892,"TECHRON, INC.",Legal Name,Stock Corporation,"105 CANDLESTICK PL, WILLIAMSBURG, VA, 23185 - 0000, USA",MARK   LEVY ,Inactive,
03730694,TECK CORP.,Legal Name,Stock Corporation,"125 N Quarter, Williamsburg, VA, 23185 - 5152, USA",KEITH C   GOESEL ,Active,
S4986149,"TED'S CUSTOM PAINTING, LLC",Legal Name,Limited Liability Company,"708 MOSBY DR, WILLIAMSBURG, VA, 23185 - 0000, USA",DANIEL C.   GASINK ,Inactive,
07447568,Teele Inc.,Legal Name,Stock Corporation,"3304 ASH VW, WILLIAMSBURG, VA, 23185 - 8101, USA",FESSENDEN W.   TEELE ,Active,
S4896017,Teichert Construction LLC,Legal Name,Limited Liability Company,"100 Ripley Road, Williamsburg, VA, 23185 - 0000, USA",JEFFREY TEICHERT   SKINNER ,Inactive,
S8362768,TekDistrict LLC,Legal Name,Limited Liability Company,"1415 N Mount Vernon Ave Apt B, Williamsburg, VA, 23185 - 7107, USA",ABIGAIL   DIAZ ,Active,
07199805,TekMedSolutions Inc.,Legal Name,Stock Corporation,"1404 WESTGATE CIRCLE, WILLIAMSBURG, VA, 23185 - 0000, USA",CHELLAM   MANICKAM ,Inactive,
02158558,"TELECOMMUNICATIONS CONSULTANTS, INC.",Legal Name,Stock Corporation,"3020 SWEET GUM LANE, WILLIAMSBURG, VA, 23185 - 0000, USA",HUGH O  GOULDMAN JR ,Inactive,
07765852,"Telemedcare, Inc.",Legal Name,Stock Corporation,"322 N. HENRY STREET, WILLLIAMSBURG, VA, 23185 - 0000, USA",FRANK   KRISTAN ,Inactive,
S8327282,"Teller of Tales Travel, LLC",Legal Name,Limited Liability Company,"8519 Little England Road, Hayes, VA, 23072 - 0000, USA",SUSANNA B   HICKMAN ,Active,
S5387727,"Temperature Monitoring Solutions, L.L.C.",Legal Name,Limited Liability Company,"129 Bekeley Lane, Williamsburg, VA, 23185 - 0000, USA",MICHAEL PAUL   CHOHANY ,Active,
S2211508,"Temple Holdings, LLC",Legal Name,Limited Liability Company,"240 TAZEWELL'S WAY, WILLIAMSBURG, VA, 23185 - 0000, USA",RALPH M.   GOLDSTEIN ,Active,
11244567,"Tempo Organ Procurement Professionals, LLC",Legal Name,Limited Liability Company,"8224 Spiral Dr, Chesterfield, VA, 23832 - 2129, USA",MATTHEW WESTCOTT SMITH ,Active,
S5633757,"Ten Blessings, LLC",Legal Name,Limited Liability Company,"301 St. Georges Blvd., Williamsburg, VA, 23185 - 0000, USA","STEVEN A.  WHITE, III ",Active,
11030097,"Ten Eight, LLC",Legal Name,Limited Liability Company,"109 Ensign John Utie, Williamsburg, VA, 23185, USA",Allison   Tracey ,Active,
01910199,"TEN-O-FOUR, INC.",Legal Name,Stock Corporation,"DUKE OF GLOUCESTER ST, WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT T.   ARMISTEAD ,Inactive,
S0019630,"TEN-O-FOUR, L.C.",Legal Name,Limited Liability Company,"C/O ROBERT T. ARMISTEAD, DUKE OF GLOUCESTER AND NASSAU STREET, WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT T.   ARMISTEAD ,Inactive,
11510020,"Tenacity, LLC",Legal Name,Limited Liability Company,"8711 Birch Cliff Dr, Fairfax Station, VA, 22039 - 2731, USA",JEREMY C.  JOHNSON ESQ. ,Active,
S7084793,Tenants First LLC,Legal Name,Limited Liability Company,"305 Rolling Hills Dr, Williamsburg, VA, 23185 - 0000, USA",MICHAEL   MACULLEY ,Inactive,
11072162,TENAX MILITIS LIMITED COMPANY,Legal Name,Limited Liability Company,"111 Holloway Dr, Williamsburg, VA, 23185 - 4927, USA",jason alan french ,Active,
05992896,"Tequila Rose Mexican Restaurant II, Inc.",Legal Name,Stock Corporation,"6925 RICHMOND ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",JORGE   MACIAS ,Inactive,
S8431928,"Teras4dv, LLC",Legal Name,Limited Liability Company,"15 The Palisades, Williamsburg, VA, 23185 - 0000, USA","JOHN M. TURNER,   TRUSTEE ",Active,
11798125,Terra Preta LLC,Legal Name,Limited Liability Company,"12700 Clarke Rd, Lanexa, VA, 23089 - 5359, USA",Bray Knicely Law PLLC,Active,
11636081,"Terrapene Farms, LLC",Legal Name,Limited Liability Company,"2732 LINDEN LN, Williamsburg, VA, 23185, USA",Benjamin Edward Chambley ,Active,
S8469274,Terrapin Hauling LLC,Legal Name,Limited Liability Company,"430 McLaws Cir Ste 201, Williamsburg, VA, 23185 - 5655, USA",ANDREW M   FRANCK ,Active,
S1932716,"Terrell Homes & Structures, L.L.C.",Legal Name,Limited Liability Company,"120 WHISTLEWALK, WILLIAMSBURG, VA, 23185 - 0000, USA",J STEPHEN  ROBERTS SR ,Active,
11033335,TERRY & DAT CORP.,Legal Name,Stock Corporation,"1480 Quarterpath Rd Ste 3B, Williamsburg, VA, 23185 - 6531, USA",DAT VI LY ,Pending Inactive,
S5174513,Terry Shannon LLC,Legal Name,Limited Liability Company,"6 Bertier Court, Williamsburg, VA, 23185 - 0000, USA",TERRENCE   SHANNON ,Inactive,
S2491084,"Tesseraic, LLC",Legal Name,Limited Liability Company,"110 YORKSHIRE DR, WILLIAMSBURG, VA, 23185 - 0000, USA",DAVID JUSTIN   BERGERT ,Inactive,
S6437174,"Tested Insights, LLC",Legal Name,Limited Liability Company,"11485 Doronhurst Dr., Providence Forge, VA, 23140 - 0000, USA",SPENCER M.   BAXTER ,Active,
S6759296,"Tetelestai II, LLC",Legal Name,Limited Liability Company,"4489 POWHATAN CROSSING, WILLIAMSBURG, VA, 23188 - 0000, USA",VERNON M  GEDDY III ,Inactive,
S6759270,"Tetelestai III, LLC",Legal Name,Limited Liability Company,"4489 POWHATAN CROSSING, WILLIAMSBURG, VA, 23188 - 0000, USA",VERNON M  GEDDY III ,Inactive,
S6759320,"Tetelestai IV, LLC",Legal Name,Limited Liability Company,"4489 POWHATAN CROSSING, WILLIAMSBURG, VA, 23188 - 0000, USA",VERNON M  GEDDY III ,Inactive,
S6759247,"Tetelestai V, LLC",Legal Name,Limited Liability Company,"4489 POWHATAN CROSSING, WILLIAMSBURG, VA, 23188 - 0000, USA",VERNON M  GEDDY III ,Inactive,
S7353297,"Tetelestai VI, LLC",Legal Name,Limited Liability Company,"4489 POWHATAN CROSSING, WILLIAMSBURG, VA, 23188 - 0000, USA","VERNON M  GEDDY, III ",Inactive,
S6759304,"Tetelestai, LLC",Legal Name,Limited Liability Company,"4489 POWHATAN CROSSING, WILLIAMSBURG, VA, 23188 - 0000, USA",VERNON M  GEDDY III ,Inactive,
S5207073,Tetnik LLC,Legal Name,Limited Liability Company,"1353 Oak Dr, Williamsburg, VA, 23185 - 0000, USA",STEPHEN EDWARD   CURTIS ,Inactive,
S8507321,"TETREAULT HOLDINGS, L.L.C.",Legal Name,Limited Liability Company,"3005 John Deere Rd Unit 2, Toano, VA, 23168 - 9332, USA",Andrew M Franck ,Active,
04471819,"TEWNING BUSINESS CENTER UNIT OWNERS ASSOCIATION, INC.",Legal Name,Nonstock Corporation,"140 Tewning Rd Ste A, Williamsburg, VA, 23188 - 2658, USA","Law Office of Tracy McMurtrie Luck, PLC",Pending Inactive,
S3523331,Textvertisements LLC,Legal Name,Limited Liability Company,"521 MILL NECK RD, WILLIAMSBURG, VA, 23185 - 0000, USA",JASON B   WAXBERG ,Inactive,
S5942000,"TFS Modeling & Talent Management, LLC",Legal Name,Limited Liability Company,"919 Foley Drive, Williamsburg, VA, 23185 - 0000, USA",FREEMONA W   SPARKS ,Inactive,
S8393888,"TFUB Investments, Limited Liability Company",Legal Name,Limited Liability Company,"151 Sterling Manor Dr, 3406, Williamsburg, VA, 23185 - 0000, USA",SAM   DOWNS ,Inactive,
S6830121,"TFUB Investments, LLC",Legal Name,Limited Liability Company,"1385 Fordham Dr, Unit 105-231, Virginia Beach, VA, 23464 - 0000, USA",SAM A   DOWNS ,Inactive,
S4322170,"TG&S Enterprises, LLC",Legal Name,Limited Liability Company,"122 ALBEMARLE DR, WILLIAMSBURG, VA, 23185 - 0000, USA",TERRY ANN   GALLAGHER ,Inactive,
L0204695,"TG&S Enterprises, LP",Legal Name,Limited Partnership,"122 ALBEMARLE DR, WILLIAMSBURG, VA, 23185 - 0000, USA",TERRY ANN   GALLAGHER ,Inactive,
06474472,THAI EMERALD CORPORATION,Legal Name,Stock Corporation,"113 Kingsbridge Ln, YORKTOWN, VA, 23692 - 2628, USA",UBON   CHAISONGKRAM ,Inactive,
S8430540,Thai Won On Mobile Food Services LLC,Legal Name,Limited Liability Company,"4201 Mountain Grove Road, Glen Allen, VA, 23060 - 0000, USA",CountingBeans LLC,Inactive,
S1064148,"THALASSA, LLC",Legal Name,Limited Liability Company,"616 26th St, Virginia Beach, VA, 23451 - 4026, USA",Robert V. Roussos ,Pending Inactive,
S4214781,THANKGG TRANSPORTATION LLC,Legal Name,Limited Liability Company,"1736 skiffes creek circle, Williamsburg, VA, 23185 - 0000, USA",YVONNE   WALLER ,Inactive,
S4720886,"Tharsis Enterprise, L.L.C.",Legal Name,Limited Liability Company,"528 Scotland St, Williamsburg, VA, 23185 - 3626, USA",BAYLEE   WANG ,Active,
11257860,The 115 Norge Lane Owners Association,Legal Name,Nonstock Corporation,"1229 Lafayette St Ste 202, WILLIAMSBURG, VA, 23185 - 2906, USA",Vernon M. Geddy III,Active,
07018492,"The 11th Hour Christian Initiatives, Inc.",Legal Name,Nonstock Corporation,"30 Bright Oaks Dr, Rochester, NY, 14624 - 4736, USA",VAUGHN J   WALSTON ,Active,
07767858,"The 4A Group, Inc.",Legal Name,Stock Corporation,"2779 Jonas Profit Trl, Williamsburg, VA, 23185 - 1500, USA",Debra  Foret ,Active,
11636010,The Altar LLC,Legal Name,Limited Liability Company,"120 Makayla Dr, Williamsburg, VA, 23185, USA",Emily Marie Crawford ,Active,
S7698329,The Amenability Group LLC,Legal Name,Limited Liability Company,"313 Penniman Rd, Williamsburg, VA, 23185 - 0000, USA",TRE ANTHONY   LEE ,Inactive,
02533420,"THE AMICK COMPANY, LTD.",Legal Name,Stock Corporation,"2076 HORNE'S LAKE ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",ELLIOTT W  AMICK JR ,Inactive,
01781541,"THE ARC OF GREATER WILLIAMSBURG, INC.",Legal Name,Nonstock Corporation,"150 Strawberry Plains Rd Ste D, Williamsburg, VA, 23188 - 3408, USA",Stuart D. Spirn ,Active,
11127358,The Bake Shop LLC,Legal Name,Limited Liability Company,"525 Prince George St, Williamsburg, VA, 23185 - 3674, USA",Andrew  Voss ,Active,
S0071284,"THE BEACH HOUSE, L.L.C.",Legal Name,Limited Liability Company,"113 Thomas Cartwright, Williamsburg, VA, 23185 - 8904, USA",Bray Knicely Law PLLC,Active,
07927718,The Beyond Bricks Foundation,Legal Name,Nonstock Corporation,,ADRIENNE M   SMITH ,Inactive,
11148976,"THE BIRTHPLACE OF AMERICA, LLC",Legal Name,Limited Liability Company,"212 N Henry St, Williamsburg, VA, 23185 - 4108, USA",GENERAL GENERO XO ,Inactive,
S0603375,"The Blanton Company, L.L.C.",Legal Name,Limited Liability Company,"2951 JEFFERSON DAVIS HIGHWAY, STAFFORD, VA, 22554 - 0000, USA",CATHERINE BLANTON   WEDDINGTON ,Inactive,
01401488,"THE BOOKPRESS, LTD.",Legal Name,Stock Corporation,"1177 JAMESTOWN RD, PO BOX 379, WILLIAMSBURG, VA, 23187 - 0379, USA",Susanna B. Hickman ,Active,
02720456,THE BORNEO RESEARCH COUNCIL,Legal Name,Nonstock Corporation,"PO BOX A, PHILLIPS, ME, 04966 - 0000, USA",VINSON   SUTLIVE ,Inactive,
11514417,The Bostonian Peach,Legal Name,Nonstock Corporation,"115 Plantation Rd, Williamsburg, VA, 23185, USA",Shannon  Lewis ,Inactive,
01552009,THE BOW CORP.,Legal Name,Stock Corporation,"1601 RICHMOND ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",STUART D   SPIRN ,Active,
S3946854,"The Bowser Report, L.L.C.",Legal Name,Limited Liability Company,"404 IDLEWOOD LN, WILLIAMSBURG, VA, 23185 - 0000, USA",STUART D   SPIRN ,Active,
11760799,The Boys Downstairs LLC,Legal Name,Limited Liability Company,"2703 Brownstone Cir, Williamsburg, VA, 23185 - 8327, USA",Micah  Wills ,Active,
S5154325,The Briman Group LLC,Legal Name,Limited Liability Company,"290 Patriot Lane Apt. D, Williamsburg, VA, 23185 - 0000, USA",BRIAN COLBY   OWENS ,Inactive,
11304324,The Bromley Griffin Project LLC,Legal Name,Limited Liability Company,"1 Bromley Dr, Williamsburg, VA, 23185, USA",Shirley  Collins ,Active,
11375295,The Broom Closet LLC,Legal Name,Limited Liability Company,"107 Parchment Blvd, Williamsburg, VA, 23185 - 6314, USA",Lydia Alice Sass-Basedow ,Active,
L0032328,THE BRYHN LIMITED PARTNERSHIP,Legal Name,Limited Partnership,"George W. Bryhn, 929 Capitol Landing Road, Williamsburg, VA, 23185 - 0000, USA",George W.   Bryhn ,Inactive,
11588241,The Burg LLC,Legal Name,Limited Liability Company,"138 Mimosa Dr, Williamsburg, VA, 23185 - 4004, USA",Janet  Healy ,Active,
S1796483,"The Cardwell Group, LLC",Legal Name,Limited Liability Company,"3025 JOHN VAUGHAN RD, WILLIAMSBURG, VA, 23185 - 0000, USA",Thomas Augusta Cardwell III,Inactive,
S1682279,"THE CARMA, L.L.C.",Legal Name,Limited Liability Company,"6721 LAKE POINTE DR, MINERAL, VA, 23117 - 0000, USA",DEBORAH M   WAGNER ,Inactive,
04911269,"THE CAVALIER STORE, INC.",Legal Name,Stock Corporation,"409 Mariners Watch Ln, KILMARNOCK, VA, 22482 - 3725, USA",Susanna B. Hickman ,Active,
06911515,"THE CENTER FOR CONSERVATION BIOLOGY, INC.",Legal Name,Nonstock Corporation,"109 Braddock Rd, Williamsburg, VA, 23185 - 3203, USA",BRYAN D   WATTS ,Active,
S5000551,"The Center for Movement & Performance, LLC",Legal Name,Limited Liability Company,"344 McLaws Circle, Williamsburg, VA, 23185 - 0000, USA",SASHA   DIGGES ,Inactive,
11219914,"The Centre for Movement & Performance, LLC",Legal Name,Limited Liability Company,"111 Bulifants Blvd Ste A, Williamsburg, VA, 23188 - 5711, USA",ALEXANDER L  DIGGES JR ,Inactive,
06695894,The Century Flight Group Inc.,Legal Name,Stock Corporation,"3028 TRAVIS POND ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",CHARLES V   SONSON ,Active,
04607404,"THE CHARITY TENNIS CLASSIC, INC.",Legal Name,Nonstock Corporation,"108 MACAULAY RD, WILLIAMSBURG, VA, 23185 - 5522, USA",Karen H Johnson ,Active,
01331834,"THE CHEESE SHOP OF VIRGINIA, INCORPORATED",Legal Name,Stock Corporation,"410 W Duke of Gloucester St, Williamsburg, VA, 23185 - 3603, USA",SUSANNA B   HICKMAN ,Pending Inactive,
S2679910,THE CHESAPEAKE WINE TRAIL LLC,Legal Name,Limited Liability Company,"5800 WESSEX HUNDRED, WILLIAMSBURG, VA, 23185 - 0000, USA",PATRICK G   DUFFELER ,Inactive,
07229651,"The Christmas Mouse Charlotte, Inc.",Legal Name,Stock Corporation,"9200 COMMERCE BLVD, WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT D  MARSHALL III ,Active,
S3266923,"The Christmas Mouse Commerce, LLC",Legal Name,Limited Liability Company,"9200 COMMERCE BLVD, WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT D  MARSHALL III ,Active,
07229644,"The Christmas Mouse Duck, Inc.",Legal Name,Stock Corporation,"9200 COMMERCE BLVD., WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT D  MARSHALL III ,Active,
07229636,"The Christmas Mouse Nags Head, Inc.",Legal Name,Stock Corporation,"9200 COMMERCE BLVD, WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT D  MARSHALL III ,Active,
07229669,"The Christmas Mouse Pawleys Island, Inc.",Legal Name,Stock Corporation,"9200 COMMERCE BLVD, WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT D  MARSHALL III ,Active,
07229677,"The Christmas Mouse South Myrtle Beach, Inc.",Legal Name,Stock Corporation,"9200 COMMERCE BLVD., WILLIAMSBURGH, VA, 23185 - 0000, USA",ROBERT D  MARSHALL III ,Active,
07229628,"The Christmas Mouse Virginia Beach, Inc.",Legal Name,Stock Corporation,"9200 COMMERCE BLVD., WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT D  MARSHALL III ,Active,
04014239,"The Christmas Mouse Wholesale, Inc.",Legal Name,Stock Corporation,"9200 COMMERCE BLVD, WILLIAMSBURG, VA, 23185 - 6272, USA",ROBERT D  MARSHALL III ,Pending Inactive,
02655496,"THE CHRISTMAS MOUSE, INC.",Legal Name,Stock Corporation,"9200 COMMERCE BLVD, WILLIAMSBURG, VA, 23185 - 6272, USA",ROBERT D   MARSHALL ,Active,
S7851621,The Clinic at Cayenne LLC,Legal Name,Limited Liability Company,"688 J Clyde Morris Boulevard, Newport News, VA, 23601 - 0000, USA",KHALIL B   DAHDAH ,Inactive,
11241775,"The College School Psychologist, LLC",Legal Name,Limited Liability Company,"3001 S Chase, Williamsburg, VA, 23185, USA",Marion Brewster Swanson ,Active,
S5999893,"The Colonial Consulting Group, LLC",Legal Name,Limited Liability Company,"446 Commonwealth Rd, Mount Pleasant, SC, 29466 - 8317, USA",JEREMY C.   JOHNSON ,Active,
00322339,The Colonial Williamsburg Foundation,Legal Name,Nonstock Corporation,"134 N Henry St, Williamsburg, VA, 23185 - 4138, USA",Hazel  Wong ,Active,
03531472,"THE CONSERVANCY HOMEOWNERS ASSOCIATION, INC.",Legal Name,Nonstock Corporation,"6421 Conservancy, WILLIAMSBURG, VA, 23185 - 8068, USA",THOMAS L MUNZEL ,Active,
01065234,"THE COVES ASSOCIATION, INC.",Legal Name,Nonstock Corporation,"152 Ridings Cv, Williamsburg, VA, 23185 - 3903, USA",John  Delker ,Active,
11137706,"The Craft Sewciety, LLC",Legal Name,Limited Liability Company,"100 Tetbury Ln, Williamsburg, VA, 23185 - 5761, USA",Jaela  Watkins ,Inactive,
S3149004,The Crim Dell Group LLC,Legal Name,Limited Liability Company,"322 BURNS LANE, WILLIAMSBURG, VA, 23185 - 0000, USA",Marcia A Liebel ,Inactive,
11740150,The Cute Christian LLC,Legal Name,Limited Liability Company,"4781 Bristol Cir, Williamsburg, VA, 23185, USA",Portia  Renee Hightower ,Active,
07619703,"THE DAVID R. KILMER FOUNDATION, INC.",Legal Name,Nonstock Corporation,,MATTHEW WESTSCOTT   SMITH ,Inactive,
S8572127,The DeMelo Group LLC,Legal Name,Limited Liability Company,"4 Bromley Drive, Williamsburg, VA, 23185 - 0000, USA",DEBORAH MARIE   HAMLIN ,Active,
11472816,The Diamond Batting Cage and Training Facility LLC,Legal Name,Limited Liability Company,"3923 St Erics Turn, Williamsburg, VA, 23185, USA",Ashleigh  Goodwin ,Active,
11110845,"The Disability Advocacy and Training Alliance, Incorporated",Legal Name,Nonstock Corporation,"252 Zelkova Rd, Williamsburg, VA, 23185 - 4360, USA",Paul Burton Babcock ,Inactive,
11519004,"The Displaced Crown, llc",Legal Name,Limited Liability Company,"132 Bowstring Dr, Williamsburg, VA, 23185 - 4952, USA",Sara L Trull ,Inactive,
07449937,THE DOJO CORPORATION,Legal Name,Stock Corporation,"27 EARL DRIVE, WILLIAMSBURG, VA, 23185 - 0000, USA",FRANKLIN D. R.   HARGROVE ,Inactive,
S6952602,"The Dot-Ctr Group, LLC",Legal Name,Limited Liability Company,"208 East Tazewells Way, Williamsburg, VA, 23185 - 0000, USA",JEFF S.   RAINS ,Inactive,
S0757361,"THE DRYING COMPANY, L.L.C.",Legal Name,Limited Liability Company,"236 Industrial Blvd Ste A, Toano, VA, 23168 - 9282, USA",S M   FRANCK ,Active,
S6146494,"The Duggan Difference, LLC",Legal Name,Limited Liability Company,"6228 North Mayfair Circle, Williamsburg, VA, 23188 - 0000, USA",PATRICIA   DUGGAN ,Inactive,
11262382,The Ellis Johnson Group Incorporated,Legal Name,Stock Corporation,"104 Friars Ct, Williamsburg, VA, 23185 - 5024, USA",Benjamin  Ellis ,Inactive,
02268175,THE EPSILON MU HOUSE CORPORATION OF DELTA GAMMA FRATERNITY,Legal Name,Nonstock Corporation,"3220 Riverside Dr Ste A2, Upper Arlington, OH, 43221 - 1752, USA",Christy  Grubbs ,Pending Inactive,
S4599991,"The Errand Girls of Williamsburg, LLC",Legal Name,Limited Liability Company,"112 Thomas Nelson Lane, Williamsburg, VA, 23185 - 0000, USA",Allison   Wildridge ,Active,
11660982,The Fallen Acorn Bookshop LLC,Legal Name,Limited Liability Company,"118 Evergreen Way , Williamsburg, VA, 23185, USA",Shea Delean Cintron ,Pending Inactive,
S7178884,"The Farmer's Daughter, LLC",Legal Name,Limited Liability Company,"2413 Sarah Spence, Williamsburg, VA, 23185 - 0000, USA",KAREN MARTIN   LYON ,Inactive,
03869989,"THE FEATHERED NEST, INC.",Legal Name,Stock Corporation,"239 PENNIMAN ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",ANITA JOY   LOVELAND ,Inactive,
08067050,"The Find Boutique, Ltd.",Legal Name,Stock Corporation,"206 HAYMAKER PLACE, WILLIAMSBURG, VA, 23185 - 0000, USA",SHARON MORRIS   DAVIDSON ,Inactive,
11815009,THE FIRST AND LAST LLC,Legal Name,Limited Liability Company,"10 KIRKLAND CT APT 10, Williamsburg, VA, 23185, USA",OSCAR  ORLANDO  PEREZ RIVERA ,Active,
04725529,"THE FLOWER CUPBOARD, INC.",Legal Name,Stock Corporation,"207 BYPASS RD, WILLIAMSBURG, VA, 23185 - 0000, USA",WILLIAM F   MILLER ,Active,
00050682,"THE FORT MAGRUDER FISHING CLUB, INCORPORATED",Legal Name,Stock Corporation,"WILLIAM A MORECOCK JR, 265 EAST QUEENS DRIVE, WILLIAMSBURG, VA, 23185 - 5034, USA",WILLIAM A  MORECOCK JR ,Inactive,
S3022342,"The Founders Forge, LLC",Legal Name,Limited Liability Company,"48 PRIORSLEE LANE, WILLIAMSBURG, VA, 23185 - 0000, USA",R GALE   KING ,Inactive,
S0133076,"The Fowler Roberts Co., L.L.C.",Legal Name,Limited Liability Company,"241 MCLAWS CIR., SUITE 103, WILLIAMSBURG, VA, 23185 - 0000, USA",GEORGE M   FOWLER ,Inactive,
11626052,The Fox & Grape LLC,Legal Name,Limited Liability Company,"701 Monumental Ave, Williamsburg, VA, 23185 - 4504, USA",Wendy Weichel Murawski ,Active,
01735620,THE FOXES COMMUNITY SERVICES ASSOCIATION,Legal Name,Nonstock Corporation,"1321 JAMESTOWN RD STE 202, WILLIAMSBURG, VA, 23185 - 0000, USA",JAMES E   VAIDEN ,Active,
S4740884,"THE FUZZY BUTT STOPS HERE, LLC",Legal Name,Limited Liability Company,"3715 STRABERRY PLAINS RD, WILLIAMSBURG, VA, 23188 - 0000, USA",NANCY L   WILLIAMS ,Inactive,
11247892,"The Gathering Tearoom, LLC",Legal Name,Limited Liability Company,"812 Schooner Blvd, Williamsburg, VA, 23185, USA",Elffie  LaChance ,Inactive,
07516909,"The Girl Tyler, Inc.",Legal Name,Stock Corporation,"1311 Jamestown Rd Ste 201, Williamsburg, VA, 23185 - 3391, USA",CATHERINE TYLER   ADAMS ,Active,
03994027,THE GLADYS AND FRANKLIN CLARK FOUNDATION,Legal Name,Nonstock Corporation,"809 Richmond Rd, Williamsburg, VA, 23185 - 3543, USA",Stuart D. Spirn ,Active,
11215353,"The Good News Ministry of RVA, LLC",Legal Name,Limited Liability Company,"117 Panther Paw Path, Williamsburg, VA, 23185, USA",Ryan  Steele Sr.,Active,
03696218,The Governor's Land Foundation,Legal Name,Nonstock Corporation,"2700 Two Rivers Rd, Williamsburg, VA, 23185, USA",ANNE M INGRAM ,Active,
S4087807,"The Grace Place, LLC",Legal Name,Limited Liability Company,"106 MILL NECK RD, WILLIAMSBURG, VA, 23185 - 0000, USA",RANDALL S   HAWTHORNE ,Inactive,
11186475,The Grateful Handyman LLC,Legal Name,Limited Liability Company,"600 Custis Dr, Williamsburg, VA, 23185, USA",Alec Dean Dazley ,Active,
11010512,The Green Guys Eco Friendly Lawn Care llc,Legal Name,Limited Liability Company,"1367 Government Rd, Williamsburg, VA, 23185 - 5771, USA",Hannah  Green ,Active,
11440034,"The Greenhouse at Greensprings, LLC",Legal Name,Limited Liability Company,"108 Lauren Ct, Williamsburg, VA, 23188 - 2662, USA",Vernon M. Geddy III,Active,
S4563161,The Growing Institute LLC,Legal Name,Limited Liability Company,"195 The Maine, Williamsburg, VA, 23185 - 0000, USA",EDWARD   MEARNS ,Inactive,
11487627,"The Guinane Group, LLC",Legal Name,Limited Liability Company,"4619 Benmore Ct, Moseley, VA, 23120 - 2204, USA",Spencer M. Baxter ,Active,
