Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
11575935,Smart Start Academy Inc.,Legal Name,Stock Corporation,"815 48th St, Norfolk, VA, 23508, USA",WHITNEY DIANA CAINE ,Inactive,
S2687079,"SMB Edinburgh, LLC",Legal Name,Limited Liability Company,"1501 POWHATAN CT., NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
S2421578,"SMB Harbour View, LLC",Legal Name,Limited Liability Company,"1501 POWHATAN CT., NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
11153335,"SMB Holdings, LLC",Legal Name,Limited Liability Company,"4400 Colley Ave, Norfolk, VA, 23508 - 0000, USA","Igor A Vaserfirer, Esq ",Active,
S0389991,"SMB LANDCO, L.L.C.",Legal Name,Limited Liability Company,"1501 POWHATAN CT., NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
S0398448,"SMB Restaurants, L.L.C.",Legal Name,Limited Liability Company,"1501 POWHATAN CT., NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
11153345,"SMB Virginia, LLC",Legal Name,Limited Liability Company,"4400 Colley Ave, Norfolk, VA, 23508 - 0000, USA","Igor A Vaserfirer, Esq ",Active,
S0602575,"SMB, L.L.C.",Legal Name,Limited Liability Company,"1501 POWHATAN CT., NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
11676980,Smoke Electric LLC,Legal Name,Limited Liability Company,"419 W 35th St, Norfolk, VA, 23508 - 3201, USA",Aaron   Porro-Harrell ,Pending Inactive,
11727015,SmoothTouch LLC,Legal Name,Limited Liability Company,"841 49th St, Norfolk, VA, 23508, USA",Alexis M Mills ,Active,
S6147062,"SMR Enterprises, LLC",Legal Name,Limited Liability Company,"5316 Powhatan Avenue, Norfolk, VA, 23508 - 0000, USA",STEPHEN M.   ROCCA ,Inactive,
11532590,Social House Marketing Agency LLC,Legal Name,Limited Liability Company,"718 Connecticut Ave, Norfolk, VA, 23508 - 2710, USA",Robert   Bracknell  ,Active,
11392316,SOCIAL SIPPER BRANDS INC.,Legal Name,Stock Corporation,"4411 COLONIAL AVE, Norfolk, VA, 23508, USA",LESLIE SHANNON  BOWMAN ,Inactive,
11246072,Social Sipper LLC,Legal Name,Limited Liability Company,"4411 COLONIAL AVE , Norfolk, VA, 23508, USA",LESLIE SHANNON  BOWMAN ,Inactive,
T0739583,Sol Construction LLC,Legal Name,Limited Liability Company,"514 W 34TH ST, NORFOLK, VA, 23508, USA",William  Sol ,Active,
11648756,Solstice Hybrid Academy LLC,Legal Name,Limited Liability Company,"816 W 42ND ST, 816 W 42nd St, Norfolk, VA, 23508, USA",Sarah K Harrington ,Active,
11408741,Some Real Change LLC,Legal Name,Limited Liability Company,"5215 Colley Ave Ste 126, Norfolk, VA, 23508 - 2172, USA",AbdulAkbar Mujahid Shabazz ,Inactive,
11226083,SomeRide Medical Transportation LLC,Legal Name,Limited Liability Company,"413 W 29th St, Norfolk, VA, 23508 - 3311, USA",Waynetta Sade Somerville ,Inactive,
S3056613,"Something2thinkabout.com, LLC",Legal Name,Limited Liability Company,"1230 WEST 27 STREET, NORFOLK, VA, 23508 - 0000, USA",LISA M   TEMPLE ,Inactive,
11373146,"Son of King Investments, LLC ",Legal Name,Limited Liability Company,"2604 Bowdens Ferry Rd, Norfolk, VA, 23508 - 2418, USA",Kamarhi  Tavers ,Active,
01463298,"SONS OF ERIN, INC.",Legal Name,Nonstock Corporation,"4402 COLLEY AVE, NORFOLK, VA, 23508 - 0000, USA",PAUL   EIDSON ,Active,
11527653,"Sorellina Press, LLC",Legal Name,Limited Liability Company,"793 53rd St, Norfolk, VA, 23508 - 2074, USA",Megan  Labgold ,Inactive,
11695546,Soul of Norfolk LLC,Legal Name,Limited Liability Company,"418 W 35th St, Norfolk, VA, 23508 - 3202, USA",Chester  Chincuanco ,Active,
11328990,Soulful Beading Jewelry LLC,Legal Name,Limited Liability Company,"424 W 35th St, Norfolk, VA, 23508 - 3202, USA",Jullanar   Shukree ,Inactive,
11182168,Soulfull Stays Property Management LLC,Legal Name,Limited Liability Company,"4601 Mayflower Rd Apt 5C, Norfolk, VA, 23508 - 2758, USA",LARRY  WHITAKER JR ,Inactive,
S1105891,"South Fork Farms, LLC",Legal Name,Limited Liability Company,"1306 ROCKBRIDGE AVE, NORFOLK, VA, 23508 - 0000, USA",LUCIUS H   BREEDEN ,Active,
S7269410,South Slope LLC,Legal Name,Limited Liability Company,"146 23rd street, Brooklyn, NY, 11232 - 0000, USA",CAROLINE ELISE DALLA   BETTA ,Inactive,
04203386,SOUTHEAST PROFESSIONAL SERVICES CORPORATION,Legal Name,Stock Corporation,"1366 SO. MILITARY HWY., CHESAPEAKE, VA, 23320 - 0000, USA",CLEVELAND D   TURNER ,Inactive,
11517697,"Southeastern Marine and Industrial Services, LLC",Legal Name,Limited Liability Company,"6150 Eastwood Ter, Norfolk, VA, 23508 - 1113, USA",Robert  McMahon ,Pending Inactive,
S5290996,"Southeastern Valuation Advisory, LLC",Legal Name,Limited Liability Company,"4400 Colley Avenue, Norfolk, VA, 23508 - 0000, USA",GREGORY   CAMPBELL ,Active,
S7840970,Southeastern Virginia Women's Lacrosse Officials Association LLC,Legal Name,Limited Liability Company,"720 Massachusetts Ave.  Norfolk, VA 23508, 720 Massachusetts Ave., Norfolk, VA, 23508 - 0000, USA",LISA MILLAR   MILLAR ,Active,
05856760,"Southern Autosales & Rentals, Inc.",Legal Name,Stock Corporation,"7467 TIDEWATER DR, NORFOLK, VA, 23505 - 0000, USA",Igor A Vaserfirer ,Inactive,
08057242,Southside Creative Initiative,Legal Name,Nonstock Corporation,"1115 BEDFORD AVE, NORFOLK, VA, 23508 - 0000, USA",CLAUDIA A   MAZUR ,Inactive,
S1522756,"Spa & Laser Center, LLC",Legal Name,Limited Liability Company,"130 Granby St, Norfolk, VA, 23510 - 1604, USA","Igor A Vaserfirer, Esq ",Active,
F2140293,SPARK451 INC.,Legal Name,Stock Corporation,"865 Merrick Ave Ste 451, Westbury, NY, 11590, USA",PETE   COLBERT ,Inactive,
11152767,"Spartan Industries, LLC",Legal Name,Limited Liability Company,"816 W 36th St, Norfolk, VA, 23508 - 2604, USA",Phyllis Denise Burrus ,Inactive,
S5246329,Speed Boat Hustle LLC,Legal Name,Limited Liability Company,"3808 Killam Ave, Apt 4, Norfolk, VA, 23508 - 0000, USA",MARCUS L WILLIAMS   SPADY ,Inactive,
11428742,Speedys' Reliable Logistics LLC,Legal Name,Limited Liability Company,"1434 W 26th St, Norfolk, VA, 23508, USA",Michico  Thomas ,Inactive,
11745404,Spellbound Spreads LLC,Legal Name,Limited Liability Company,"6240 Rolfe Ave, Norfolk, VA, 23508, USA",Amber  Carrier ,Active,
S1358490,"Spencer - York, LLC",Legal Name,Limited Liability Company,"555 E MAIN ST, NORFOLK, VA, 23510 - 0000, USA",ROBERT C   STACKHOUSE ,Inactive,
07367915,"SPICE ISLAND ENTERPRISES, INCORPORATED",Legal Name,Stock Corporation,,MARCELLE L   CHECKLEY ,Inactive,
S4140051,"Spiel Design and Fabrication, LLC",Legal Name,Limited Liability Company,"1533 Longwood Dr., Norfolk, VA, 23508 - 0000, USA",CHRISTOPHER EARL   SPIEL ,Inactive,
07307242,"SPIRIT OF TRUTH MINISTRIES, INC.",Legal Name,Nonstock Corporation,"615 MASSACHUSETTS AVENUE, NORFOLK, VA, 23508 - 0000, USA",TYRONE T   ARMSTRONG ,Active,
11076542,"Spiritual Goon, LLC",Legal Name,Limited Liability Company,"526 W 36th St, Norfolk, VA, 23508 - 3108, USA",Nichole Lee Edmond ,Inactive,
11375739,Spotless Windows LLC,Legal Name,Limited Liability Company,"613 W 36th St, Norfolk, VA, 23508 - 3109, USA",Varden Marcell Grandison ,Active,
07826902,"SPRED PARTNERS of VIRGINIA, INC.",Legal Name,Nonstock Corporation,"PO BOX 1134, NEWPORT NEWS, VA, 23601 - 0000, USA",J DEREK   TURRIETTA ,Inactive,
S5541844,SQUARE PEG LLC,Legal Name,Limited Liability Company,"1322 W 38th St, Norfolk, VA, 23508 - 0000, USA",JOHN   RIZZO ,Active,
S7402599,Square Peg Rents LLC,Legal Name,Limited Liability Company,"1322 W 38th St, Norfolk, VA, 23508 - 0000, USA",JOHN   RIZZO ,Active,
S6178174,SRKdesign LLC,Legal Name,Limited Liability Company,"1149 Larchmont Crescent, Norfolk, VA, 23508 - 0000, USA",SASHA ROEHM   KRIGSVOLD ,Active,
S1492901,"Stackhouse, Nexsen & Turrietta, Professional Limited Liability Company",Legal Name,Limited Liability Company,"4505 COLLEY AVE, NORFOLK, VA, 23508 - 0000, USA",J DEREK   TURRIETTA ,Inactive,
11607569,STAELYVENTERPRISES LLC,Legal Name,Limited Liability Company,"826 51st St, Norfolk, VA, 23508 - 2024, USA",TONISHEA  SCOTT ,Inactive,
00669473,STAFIN CORP.,Legal Name,Stock Corporation,"953 BOLLING AVENUE, NORFOLK, VA, 23508 - 0000, USA",TODD S   FARRAND ,Active,
11118642,"Star Notary, LLC",Legal Name,Limited Liability Company,"626 W 28th St, Norfolk, VA, 23508 - 3308, USA",Sharron  Lawson ,Active,
08141541,Stark Global Corp.,Legal Name,Stock Corporation,"1015 BOLLING AVENUE, APT 204, NORFOLK, VA, 23508 - 0000, USA",SULEYMAN CAGRI   CATALOLUK ,Inactive,
04680146,"Starlight Solutions, Inc.",Legal Name,Stock Corporation,"427 W 35TH ST, NORFOLK, VA, 23508 - 0000, USA",DAVID   DOWNS ,Active,
S8007827,Starr's Home Health Care LLC,Legal Name,Limited Liability Company,"6062 Indian River Rd Ste 101, Virginia Beach, VA, 23464 - 3821, USA",SERENA HARRIS STELLA   HARRIS ,Inactive,
11415135,Starving Artist LLC,Legal Name,Limited Liability Company,"4408 Colley Ave, Norfolk, VA, 23508, USA",Shanna Renee Myers ,Active,
S5831773,Steagall Operations LLC,Legal Name,Limited Liability Company,"1422 w27th st, Norfolk, VA, 23508 - 0000, USA",DAWANN   STEAGALL ,Inactive,
S5754777,STEEZ Premium LLC,Legal Name,Limited Liability Company,"11009 Gander Court, Fredericksburg, VA, 22407 - 0000, USA",DEVANTE   BATTS ,Inactive,
S4569358,"Stellar Trade Support, LLC",Legal Name,Limited Liability Company,"4807 Colley Avenue, Norfolk, VA, 23508 - 0000, USA",CORNELIA STEINERT   MAGEE ,Inactive,
11535725,StellarNaut Technologies LLC,Legal Name,Limited Liability Company,"1224 Manchester Ave, Norfolk, VA, 23508 - 1147, USA",Erica  Byrd ,Active,
11693151,"Stieren, Stieren, & Stieren LLC",Legal Name,Limited Liability Company,"2338 SE Marius St, Port Saint Lucie, FL, 34952 - 7273, USA",Wade  Stieren ,Active,
11144842,"Stitches By Shannel, LLC",Legal Name,Limited Liability Company,"833 W 41ST ST, Norfolk, VA, 23508, USA",SHANNEL  LUNDY ,Active,
S3457589,"Stokes Hampton Warehouse, LLC",Legal Name,Limited Liability Company,"4400 Colley Ave, Norfolk, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
S3490994,"STOKES LAW GROUP, PLC",Legal Name,Limited Liability Company,"4400 Colley Ave, NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
S0173973,"STOKES PROPERTIES, L.L.C.",Legal Name,Limited Liability Company,"1501 POWHATAN CT., NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
11525252,STONES GLASS LLC,Designated Name,Limited Liability Company,"4003 Colonial Ave, Norfolk, VA, 23508 - 2905, USA",Lucas  Stone ,Active,
11034231,Story - Strategy LLC,Legal Name,Limited Liability Company,"4801 newport ave, Norfolk, VA, 23508, USA",Theodore  Gournelos ,Active,
S3296185,Storybook Events LLC,Legal Name,Limited Liability Company,"539 WEST 38TH ST, NORFOLK, VA, 23508 - 0000, USA",IVORY   MORGAN-BURTON ,Active,
11126117,"Strange Insurance Agency, Inc.",Legal Name,Stock Corporation,"4505 Colley Ave, Norfolk, VA, 23508 - 2030, USA",Christian  Strange ,Active,
S6970760,"Strategic Compensation Solutions, LLC",Legal Name,Limited Liability Company,"520 E MAIN STREET, APT 7, CHARLOTTESVILLE, VA, 22902 - 0000, USA",Jennifer Kellee Keyser Salzman ,Active,
11241191,StreetsideOnline LLC,Legal Name,Limited Liability Company,"817 W 37th St Apt 1, Norfolk, VA, 23508 - 2638, USA",LeTimothy  Darnell  Cassell ,Inactive,
11196821,Strictly Selfish LLC,Legal Name,Limited Liability Company,"538 W 35th St Ste C, Norfolk, VA, 23508 - 3102, USA",Chris   Chapman ,Inactive,
11690567,Studio Shift Foundation,Legal Name,Nonstock Corporation,"4400 Colley Ave, Norfolk, VA, 23508, USA","STOKES LAW GROUP, PLC",Active,
11533834,"Studio Shift, LLC",Legal Name,Limited Liability Company,"767 52nd St Apt 3, Norfolk, VA, 23508 - 2089, USA",Sarah R Glaser ,Active,
03542479,"STYLES OF THE TIMES, INC.",Legal Name,Stock Corporation,"5265 PROVIDENCE RD, STE 106, VA BEACH, VA, 23464 - 0000, USA",DAVID H   MOYER ,Inactive,
11426931,Subhanh Holding Inc.,Legal Name,Stock Corporation,"1434 49th St, Norfolk, VA, 23508, USA",Ebrahim  Taghadom ,Inactive,
11792587,"Submission Strategies, LLC",Legal Name,Limited Liability Company,"826 45th St, Norfolk, VA, 23508 - 2008, USA",Bernardo  Figueiredo ,Active,
11657872,Suffolk Logistics Center LLC,Designated Name,Limited Liability Company,"2500 W Sahara Ave Ste 106, Las Vegas, NV, 89102 - 4367, USA",Igor  Vaserfirer ,Active,
S8464861,Sugar Top LLC,Legal Name,Limited Liability Company,"923 Jamestown Cres, Norfolk, VA, 23508 - 0000, USA",MARTIN   PLAISTED ,Inactive,
03364452,SUMMER LAND DEVELOPMENT COMPANY,Legal Name,Stock Corporation,"5326 Edgewater Dr, Norfolk, VA, 23508 - 1324, USA",COLIN   MCKINNON ,Pending Inactive,
11048866,Sunflower Communications LLC,Legal Name,Limited Liability Company,"734 Delaware Ave, Norfolk, VA, 23508, USA",Sonja Nataile Barisic ,Active,
S1886060,Sunny Properties LLC,Legal Name,Limited Liability Company,"1411 MONTEREY AVE, NORFOLK, VA, 23508 - 0000, USA",MICHAEL F   CUTTER ,Inactive,
04800595,"SUNRISE COMMUNITY DEVELOPMENT CENTER, INC.",Legal Name,Nonstock Corporation,"602 Massachusetts Ave, Norfolk, VA, 23508 - 2118, USA",Barry Allen Clemson ,Active,
11530846,"Sunrise Counseling and Wellness, LLC",Legal Name,Limited Liability Company,"534 Massachusetts Ave, Norfolk, VA, 23508 - 2116, USA",Eric J Schussler ,Active,
S1221219,"SunSet Homes, LLC",Legal Name,Limited Liability Company,"411 W 28TH ST APT C, NORFOLK, VA, 23508 - 0000, USA",ABDEL A   MURSHID ,Active,
11212106,Sunshine Property Management LLC,Legal Name,Limited Liability Company,"412 Robin Rd, Portsmouth, VA, 23701 - 1000, USA","Igor A Vaserfirer, Esq ",Active,
11320899,Super Service Solution LLC,Legal Name,Limited Liability Company,"528 W 35th St, Norfolk, VA, 23508 - 3102, USA",Rishad  Josey ,Inactive,
11693844,"Super Volcano Productions, LLC",Legal Name,Limited Liability Company,"1014 Hanover Ave, Norfolk, VA, 23508, USA",Joshua David Evans ,Active,
S3995497,"Super Volcano Productions, LLC",Legal Name,Limited Liability Company,"1014 HANOVER AVENUE, NORFOLK, VA, 23508 - 0000, USA",JOSHUA D   EVANS ,Inactive,
11802032,SUPPORT CARE SERVICES LLC,Legal Name,Limited Liability Company,"4404 Indian River Rd, Chesapeake, VA, 23325 - 3131, USA",CATRINA Arnicka BANKS ,Active,
11183804,"SupremeAire, LLC",Legal Name,Limited Liability Company,"427 W 35th St, Norfolk, VA, 23508 - 3201, USA",Bradbury R Face ,Active,
07955040,"SUSHI 99, INC.",Legal Name,Stock Corporation,"4300 MONARCH WAY, NORFOLK, VA, 23508 - 0000, USA",QI   ZHU ,Inactive,
S0176737,"SVC CONCRETE, LC",Legal Name,Limited Liability Company,"437 WEST 35TH STREET, NORFOLK, VA, 23507 - 0000, USA",BRADBURY R   FACE ,Active,
S0133878,"SVC MEDICAL, LC",Legal Name,Limited Liability Company,"437 WEST 35TH ST., NORFOLK, VA, 23507 - 0000, USA",BRADBURY R   FACE ,Pending Inactive,
S6479168,Sweet Brother Publishing LLC,Legal Name,Limited Liability Company,"5416 Studeley Ave., Norfolk, VA, 23508 - 0000, USA",COLE BENJAMIN   FRIEDMAN ,Inactive,
S6000980,Sweet Brother Touring LLC,Legal Name,Limited Liability Company,"5416 Studeley Ave., Norfolk, VA, 23508 - 0000, USA",COLE BENJAMIN   FRIEDMAN ,Inactive,
11086990,"Swift Shirts & More, LLC",Legal Name,Limited Liability Company,"1322 W 27th St, Norfolk, VA, 23508 - 2327, USA",Ruth Inez Swift ,Inactive,
S7369475,SwimWithus LLC,Legal Name,Limited Liability Company,"1208 South Fairwater Dr, Norfolk, VA, 23508 - 0000, USA",CAROL ANN   WITHUS ,Inactive,
S1985649,"Swine Wine, LLC",Legal Name,Limited Liability Company,"6464 HAMPTON BLVD, NORFOLK, VA, 23508 - 0000, USA",JONATHAN   PRUDEN ,Inactive,
04087060,"SYKES BROTHERS, INC.",Legal Name,Stock Corporation,"1705 Longwood Dr, Norfolk, VA, 23508 - 1719, USA",Richard Leigh Sykes ,Active,
S5202694,"Sylvia's Pets, L.L.C.",Legal Name,Limited Liability Company,"226 University Blvd, Harrisonburg, VA, 22801 - 0000, USA",JAMES   WEAVER ,Active,
06232151,SymphonicWind,Legal Name,Nonstock Corporation,"PO BOX 15346, CHESAPEAKE, VA, 23328 - 0000, USA",ARDIAN   SHAHINI ,Inactive,
05465091,"T & L Fashions, Incorporated",Legal Name,Stock Corporation,"615 MASSACHUSETTS AVENUE, NORFOLK, VA, 23508 - 0000, USA",LUCY   ARMSTRONG ,Active,
06250666,"T AND T SEAFOOD MARKET, INC.",Legal Name,Stock Corporation,"4106 COLLEY AVE, NORFOLK, VA, 23508 - 0000, USA",TRAN NAM   TRAN ,Active,
11665938,T&C Knight Health Services LLC,Legal Name,Limited Liability Company,"819 W 28th St , Norfolk, VA, 23508, USA",Tileda Yuvonne Brown ,Active,
11473593,T-Valley LLC,Legal Name,Limited Liability Company,"1502 W 40th St Apt B, Norfolk, VA, 23508 - 2240, USA",DeAnthony	  Poole ,Inactive,
S3191238,T. Bivens Heating and A/C L.L.C.,Legal Name,Limited Liability Company,"849 LEX STREET, NORFOLK, VA, 23505 - 0000, USA",THURMAN B   BIVENS ,Inactive,
S1328691,"T. Charles, LLC",Legal Name,Limited Liability Company,"1506 CELIA CRESCENT, RICHMOND, VA, 23236 - 0000, USA",J DEREK   TURRIETTA ,Inactive,
11351285,T.N.Tpressure washing  LLC ,Legal Name,Limited Liability Company,"829 W 41st St, Norfolk, VA, 23508 - 2517, USA",William Shawn Claud Jr.,Active,
11319558,Tabaku LLC,Legal Name,Limited Liability Company,"527 W 36th St Apt 102, Norfolk, VA, 23508 - 3159, USA",Olgen  Tabaku ,Inactive,
S8249049,TAHA LLC,Legal Name,Limited Liability Company,"549 Mayflower Rd., Norfolk, VA, 23508 - 0000, USA",TAHSIN   DURAK ,Inactive,
11497027,Tailgators LLC,Legal Name,Limited Liability Company,"533 Delaware Ave # B, Norfolk, VA, 23508 - 2809, USA",Courtney DeShawn Waller ,Inactive,
11714422,"Take Care Counseling & Wellness, LLC",Legal Name,Limited Liability Company,"834 44th St Ste A, Norfolk, VA, 23508 - 2045, USA",Leah  Anderson ,Active,
S6022976,Taking Flight Productions LLC,Legal Name,Limited Liability Company,"70 E. 96th Street, Apt. 2-C, New York, NY, 10128 - 0000, USA",ANNE VIA   MCCOLLOUGH ,Active,
11662805,Tall Glass Wellness LLC,Legal Name,Limited Liability Company,"318 W 36th St Apt 4, Norfolk, VA, 23508 - 3251, USA",Rebecca  Jones ,Pending Inactive,
S4259257,Tangers Electronics LLC,Legal Name,Limited Liability Company,"1527 Magnolia Avenue, Norfolk, VA, 23508 - 0000, USA",SHU   XIAO ,Inactive,
S6606653,Tanner Frank LLC,Legal Name,Limited Liability Company,"4915 Colley Ave, Norfolk, VA, 23508 - 0000, USA",DAPHNE   FRANK ,Active,
04457925,"TAPHOUSE, INC.",Legal Name,Stock Corporation,"931 W 21st St, Norfolk, VA, 23517 - 1564, USA",PARKER   HARRINGTON ,Inactive,
11251438,Taproom Success LLC,Legal Name,Limited Liability Company,"629 Virginia Ave, Norfolk, VA, 23508 - 2945, USA",Andrew   Coplon ,Active,
S4107365,Target Family Services LLC,Legal Name,Limited Liability Company,"620 Massachusetts Avenue, Norfolk, VA, 23508 - 0000, USA",JANET   YOUNG ,Inactive,
S6032363,Tasty Traveler LLC,Legal Name,Limited Liability Company,"1300 Sunset Dr, Norfolk, VA, 23503 - 0000, USA",JENNIFER M.   TAYLOR ,Active,
S2588822,TATT LLC,Legal Name,Limited Liability Company,"416 WEST 33RD STREET, NORFOLK, VA, 23508 - 0000, USA",TYRONE   UPSHUR ,Active,
S7021654,"TATTOOING EVENTS, LLC",Legal Name,Limited Liability Company,"3590 HOLLAND RD STE 100, VIRGINIA BEACH, VA, 23452 - 0000, USA",MICHAEL   CANN ,Inactive,
11205514,"TAYLOR FINANCIAL AND INSURANCE INSTITUTE, INC.",Legal Name,Stock Corporation,,Elvin Smallwood Taylor Jr.,Inactive,
11153532,"TB Land, LLC",Legal Name,Limited Liability Company,"999 Kenyon Rd, Suffolk, VA, 23434 - 6751, USA","Igor A Vaserfirer, Esq ",Active,
S7697487,Team Kern LLC,Legal Name,Limited Liability Company,"1002 Larchmont Cres, Norfolk, VA, 23508 - 0000, USA",SCOTT STEPHEN   KERN ,Inactive,
11144959,TEENYSUGARFOOT LLC,Legal Name,Limited Liability Company,"1437 W 38th St Apt B, Norfolk, VA, 23508 - 2229, USA",Shaunetta  Parker ,Inactive,
S3594860,"Terrasys Designs, LLC",Legal Name,Limited Liability Company,"1314 W 40TH STREET, NORFOLK, VA, 23508 - 0000, USA",IAN   WILSON ,Inactive,
03873460,"TESTING SPECIALTIES, INCORPORATED",Legal Name,Stock Corporation,"1226 Executive Blvd, 118, Chesapeake, VA, 23320 - 3693, USA",James Derek Turrietta ,Active,
11110998,Tevi B Corp.,Legal Name,Stock Corporation,"4601 Mayflower Rd Apt 4M, Norfolk, VA, 23508 - 2753, USA",Olga  Biro ,Inactive,
S5953932,"Texture, LLC",Legal Name,Limited Liability Company,"1501 Powhatan Ct, Norfolk, VA, 23508 - 0000, USA",KELLY OUTTEN   STOKES ,Active,
S8395933,TGW CONTRACTING LLC,Legal Name,Limited Liability Company,"425 West 30th Street, Norfolk, VA, 23508 - 0000, USA",TIMOTHY LEE   WORSLEY ,Active,
S5825627,"TH-HL, LLC",Legal Name,Limited Liability Company,"1225 W25th Street, Norfolk, VA, 23508 - 0000, USA",WILLIAM E   DASHIELL ,Inactive,
11193261,Thank Taylor Design LLC,Legal Name,Limited Liability Company,"1447 W 40th St Apt B, Norfolk, VA, 23508 - 2237, USA",Taylor U Harsley ,Inactive,
S5865656,Tharp On The Move LLC,Legal Name,Limited Liability Company,"327 West 35th Street, Norfolk, VA, 23508 - 0000, USA",FLOYD   THARP ,Inactive,
S4552941,"The ABC Learning Center, LLC",Legal Name,Limited Liability Company,"3301 Colley Ave., Norfolk, VA, 23508 - 0000, USA",JODI   NELSON ,Inactive,
07431398,"The Arrow Project, Inc.",Legal Name,Nonstock Corporation,,ROOPA   SWAMINATHAN ,Inactive,
S4519171,The Art Kafe' LLC,Legal Name,Limited Liability Company,"5109 Colley avenue, Norfolk, VA, 23508 - 0000, USA",WALTER JEROME   WILSON ,Inactive,
02823615,THE AZAR CORPORATION,Legal Name,Stock Corporation,"5237 ROLFE AVE, NORFOLK, VA, 23508 - 1740, USA",STEPHEN J   AZAR ,Active,
S6264297,The Best Dogs In Larchmont LLC,Legal Name,Limited Liability Company,"1409 Buckingham Avenue, Norfolk, VA, 23508 - 0000, USA",JOANNA KATE   GARNER ,Inactive,
11582596,THE BOYS APP LLC,Legal Name,Limited Liability Company,"9085 Williamsville Rd, Mechanicsville, VA, 23116 - 5439, USA",Hoyt Austin Cocke ,Active,
08324238,The Bridge of Faith Family Church,Legal Name,Nonstock Corporation,"526 Connecticut Ave, Norfolk, VA, 23508 - 3140, USA",CARRIE   FIGUEROA ,Active,
S7871397,The Brown Sugar and Vanilla Bean Bakery LLC,Legal Name,Limited Liability Company,"839 west 43 street, Norfolk, VA, 23508 - 0000, USA",KIMBERLEY   FREEMAN ,Inactive,
S7806831,The Builders Agency llc,Legal Name,Limited Liability Company,"2012 Dawnee Brook Trail, Chesapeake, VA, 23320 - 0000, USA",Chinua   Bookert ,Inactive,
05289426,"THE CAGE CONFERENCE CENTER, INC.",Legal Name,Stock Corporation,"344 WHITE DOGWOOD DR, Chesapeake, VA, 23322 - 0000, USA",CHARLIE T  MAY JR ,Inactive,
S4332609,"The Capitalized Leadership Institute, LLC",Legal Name,Limited Liability Company,"195 Aztec Dr Ste 27, Winston Salem, NC, 27107 - 9216, USA",RICHARD   MOORMANN ,Inactive,
S6052015,THE COFFEE TREE LLC,Legal Name,Limited Liability Company,"2819 COLONIAL AVE, NORFOLK, VA, 23508 - 0000, USA",AKUTE L.L.C.,Inactive,
05923206,"THE COMPASSION ADVOCACY NETWORK, INC.",Legal Name,Nonstock Corporation,"637 W 36th St Ste A, Norfolk, VA, 23508 - 3109, USA",DAVID   HUTCHERSON ,Pending Inactive,
04322517,THE CZAR CORP. II,Legal Name,Stock Corporation,"3910 COLLEY AVE, NORFOLK, VA, 23508 - 0000, USA",DONNA C   MCCULLOUGH ,Active,
11375789,THE DATA SHOP LLC,Legal Name,Limited Liability Company,"3611 DEBREE AVE, NORFOLK, VA, 23508, USA",SARAH  WALLINGFORD ,Inactive,
S0289464,"The Dewis Collection, LC",Legal Name,Limited Liability Company,"334 S CHURCH ST, SMITHFIELD, VA, 23430 - 0000, USA",BRADBURY R   FACE ,Active,
S3594027,"The Dirty Buffalo Restaurant, LLC",Legal Name,Limited Liability Company,"4000 Colley Ave, Norfolk, VA, 23508 - 2677, USA",Stephanie  Gilbert ,Pending Inactive,
11356040,The Eclectic Collective LLC,Legal Name,Limited Liability Company,"816 W 38th St Apt 4, Norfolk, VA, 23508 - 2672, USA",kayla N edmonds ,Inactive,
02090579,"THE EDWARD W. FACE CO., INC.",Legal Name,Stock Corporation,"427 W 35TH ST, PO BOX 6300, NORFOLK, VA, 23508 - 0000, USA",BRADBURY R.   FACE ,Inactive,
S5317054,The EGA Group LLC,Legal Name,Limited Liability Company,"Unit 406, 2610  Chapel Lake Drive, Gambrills, MD, 21954 - 0000, USA",PERRY WATSON  MILES III ,Inactive,
04076790,The Elizabeth River Project,Legal Name,Nonstock Corporation,"4610 Colley Ave, Norfolk, VA, 23508 - 2033, USA",MARJORIE MAYFIELD   JACKSON ,Active,
11095655,The Emanon Group llc,Legal Name,Limited Liability Company,"8204 Tidewater Dr, Norfolk, VA, 23505 - 1639, USA",Bill  Gibson ,Inactive,
11195499,The Epitome LLC,Legal Name,Limited Liability Company,"4809 Mill Park Ct, Glen Allen, VA, 23060 - 3671, USA",Marley's @ The Y! LLC,Inactive,
S8402887,"The Exodus Group, LLC",Legal Name,Limited Liability Company,"437 W 31st Street, B2, Norfolk, VA, 23508 - 0000, USA",SHAWANA A   ROACH ,Inactive,
11609710,The Fairy Pet Parents LLC,Legal Name,Limited Liability Company,"1014 W 37th St, Norfolk, VA, 23508, USA",Ebony  Torres-Watson ,Inactive,
